ID,ak,mode,ak_mode,ak_log,ak_ihs,ak_log1p
5_2586,854,car,854,6.74993119378857,7.443078717135279,6.75110146893676
6_2613,967,car,967,6.874198495453294,7.567345943367362,6.875232087276577
6_2617,22343,car,22343,10.014268351879487,10.707415532940223,10.014313107625012
6_2619,507,car,507,6.2285110035911835,6.921659156726922,6.230481447578482
6_2635,22456,car,22456,10.019313118041719,10.712460299097428,10.019357648578541
6_2639,2689,car,2689,7.896924656268864,8.590071871403508,7.897296472595885
6_2641,264,car,264,5.575949103146316,6.26909987069339,5.579729825986222
6_2665,6122,car,6122,8.719644119505357,9.412791306735725,8.719807451477955
6_2667,13746,car,13746,9.52850315168155,10.221650333564579,9.52857589747142
6_2670,3049,car,3049,8.022568946988255,8.715716154440326,8.022896869601457
6_2696,1588,car,1588,7.370230641807081,8.06337792150475,7.370860166536716
6_2697,33161,car,33161,10.409129765609965,11.102276946397254,10.409159921061319
6_2698,3759,car,3759,8.231908243564177,8.925055441816873,8.23217423638394
6_2701,6305,car,6305,8.74909824839902,9.442245435247795,8.749256840105007
6_2721,6914,car,6914,8.84130362048157,9.53445080627127,8.841448244098858
6_2731,1480,car,1480,7.299797366758161,7.9929446614524915,7.300472814267799
6_2735,24249,car,24249,10.096130658401954,10.78927783938706,10.096171896365629
6_2738,9669,car,9669,9.176680170483548,9.869827353717588,9.17678358844734
6_2750,14404,car,14404,9.575261224768767,10.268408406533675,9.575330647518628
6_2752,522,car,522,6.257667587882639,6.9508156859263845,6.259581464064923
6_2766,1666,car,1666,7.418180822726788,8.111328093358765,7.418780882750794
6_2775,9976,car,9976,9.207937487359873,9.90108467043186,9.208037722913508
6_2785,19643,car,19643,9.885476319734277,10.578623500942147,9.885527227159136
7_2803,784,car,784,6.664409020350408,7.357556607641675,6.665683717782408
7_2812,30000,car,30000,10.308952660644293,11.002099841482016,10.308985993422082
7_2825,4397,car,4397,8.388677769180811,9.081824962671606,8.388905171114706
7_2828,4930,car,4930,8.503094267036737,9.196241457882673,8.503297086224126
7_2829,95,car,95,4.553876891600541,5.247051771840578,4.564348191467836
7_2831,969,car,969,6.876264611890766,7.569412058702345,6.877296071497429
7_2834,5614,car,5614,8.633018756921828,9.326165945414001,8.633196867172543
7_2854,29608,car,29608,10.295799874065992,10.988947054911119,10.29583364815114
7_2859,4196,car,4196,8.341886969516187,9.035034164275501,8.34212526333359
7_2875,396,car,396,5.981414211254481,6.674562986035693,5.983936280687191
7_2877,6886,car,6886,8.83724564389847,9.530392829730786,8.837390855544697
7_2908,1332,car,1332,7.194436851100335,7.887584172566923,7.195187320178709
7_2911,169,car,169,5.1298987149230735,5.8230546485630095,5.135798437050262
7_2913,1527,car,1527,7.3310603052186325,8.024207592995136,7.331714969726466
7_2916,617,car,617,6.424869023905388,7.118016861168715,6.42648845745769
7_2923,9991,car,9991,9.209439966733019,9.90258714979747,9.209540051805414
7_2933,1671,car,1671,7.421177528595393,8.114324798689147,7.421775793644647
7_2941,15208,car,15208,9.629576884168266,10.322724065809137,9.629642636872369
7_2959,246,car,246,5.5053315359323625,6.1984828476055815,5.5093883366279774
7_2965,18946,car,18946,9.84934810643548,10.5424952876919,9.849400886632361
7_2972,5599,car,5599,8.630343289348893,9.323490477883626,8.630521876723241
7_2973,8,car,8,2.0794415416798357,2.7764722807237177,2.1972245773362196
42_0590,0,car,0,,0.0,0.0
46_0806,0,car,0,,0.0,0.0
48_1203,0,car,0,,0.0,0.0
42_0591,0,car,0,,0.0,0.0
42_0566,0,car,0,,0.0,0.0
12_3379,0,car,0,,0.0,0.0
42_0462,0,car,0,,0.0,0.0
2_1952,0,car,0,,0.0,0.0
5_2575,0,car,0,,0.0,0.0
7_2870,0,car,0,,0.0,0.0
2_1908,0,car,0,,0.0,0.0
10_3154,0,car,0,,0.0,0.0
13_3581,0,car,0,,0.0,0.0
6_2610,0,car,0,,0.0,0.0
42_0109,0,car,0,,0.0,0.0
42_0416,0,car,0,,0.0,0.0
6_2777,0,car,0,,0.0,0.0
10_3187,0,car,0,,0.0,0.0
12_3280,0,car,0,,0.0,0.0
46_0996,0,car,0,,0.0,0.0
4_2287,0,car,0,,0.0,0.0
6_2753,0,car,0,,0.0,0.0
42_0127,0,car,0,,0.0,0.0
50_1698,0,car,0,,0.0,0.0
4_2305,0,car,0,,0.0,0.0
42_0202,0,car,0,,0.0,0.0
5_2427,0,car,0,,0.0,0.0
2_1990,0,car,0,,0.0,0.0
16_4076,0,car,0,,0.0,0.0
2_1886,0,car,0,,0.0,0.0
16_3838,0,car,0,,0.0,0.0
13_3444,0,car,0,,0.0,0.0
42_0325,0,car,0,,0.0,0.0
48_1217,0,car,0,,0.0,0.0
42_0149,0,car,0,,0.0,0.0
7_2889,0,car,0,,0.0,0.0
3_2032,0,car,0,,0.0,0.0
42_0206,0,car,0,,0.0,0.0
12_3320,0,car,0,,0.0,0.0
47_1049,0,car,0,,0.0,0.0
49_1583,0,car,0,,0.0,0.0
13_3566,0,car,0,,0.0,0.0
46_0823,0,car,0,,0.0,0.0
4_2267,0,car,0,,0.0,0.0
45_620,0,car,0,,0.0,0.0
46_0963,0,car,0,,0.0,0.0
4_2237,0,car,0,,0.0,0.0
6_2680,0,car,0,,0.0,0.0
5_2437,0,car,0,,0.0,0.0
3_2189,0,car,0,,0.0,0.0
47_1140,0,car,0,,0.0,0.0
2_1876,0,car,0,,0.0,0.0
12_3254,0,car,0,,0.0,0.0
45_750,0,car,0,,0.0,0.0
3_2126,0,car,0,,0.0,0.0
48_1309,0,car,0,,0.0,0.0
49_1517,0,car,0,,0.0,0.0
46_0992,0,car,0,,0.0,0.0
6_2611,0,car,0,,0.0,0.0
4_2335,0,car,0,,0.0,0.0
2_1878,0,car,0,,0.0,0.0
5_2574,0,car,0,,0.0,0.0
12_3220,0,car,0,,0.0,0.0
42_0394,0,car,0,,0.0,0.0
5_2593,0,car,0,,0.0,0.0
4_2235,0,car,0,,0.0,0.0
5_2475,0,car,0,,0.0,0.0
10_3166,0,car,0,,0.0,0.0
48_1214,0,car,0,,0.0,0.0
46_0802,0,car,0,,0.0,0.0
46_0993,0,car,0,,0.0,0.0
10_3022,0,car,0,,0.0,0.0
7_2975,0,car,0,,0.0,0.0
5_2469,0,car,0,,0.0,0.0
16_3972,0,car,0,,0.0,0.0
42_0310,0,car,0,,0.0,0.0
4_2238,0,car,0,,0.0,0.0
7_2880,0,car,0,,0.0,0.0
47_1183,0,car,0,,0.0,0.0
2_1866,0,car,0,,0.0,0.0
16_4068,0,car,0,,0.0,0.0
45_737,0,car,0,,0.0,0.0
6_2661,0,car,0,,0.0,0.0
10_3006,0,car,0,,0.0,0.0
42_0091,0,car,0,,0.0,0.0
16_3948,0,car,0,,0.0,0.0
42_0186,0,car,0,,0.0,0.0
3_2095,0,car,0,,0.0,0.0
10_3167,0,car,0,,0.0,0.0
6_2709,0,car,0,,0.0,0.0
48_1205,0,car,0,,0.0,0.0
4_2280,0,car,0,,0.0,0.0
50_1667,0,car,0,,0.0,0.0
12_3193,0,car,0,,0.0,0.0
47_1167,0,car,0,,0.0,0.0
5_2455,0,car,0,,0.0,0.0
3_2188,0,car,0,,0.0,0.0
6_2756,0,car,0,,0.0,0.0
4_2246,0,car,0,,0.0,0.0
2_1811,0,car,0,,0.0,0.0
42_0124,0,car,0,,0.0,0.0
7_2919,0,car,0,,0.0,0.0
50_1665,0,car,0,,0.0,0.0
7_2896,0,car,0,,0.0,0.0
42_0115,0,car,0,,0.0,0.0
4_2407,0,car,0,,0.0,0.0
3_2211,0,car,0,,0.0,0.0
3_2093,0,car,0,,0.0,0.0
3_2111,0,car,0,,0.0,0.0
45_664,0,car,0,,0.0,0.0
5_2546,0,car,0,,0.0,0.0
12_3390,0,car,0,,0.0,0.0
49_1430,0,car,0,,0.0,0.0
42_0179,0,car,0,,0.0,0.0
45_626,0,car,0,,0.0,0.0
42_0113,0,car,0,,0.0,0.0
42_0173,0,car,0,,0.0,0.0
3_2068,0,car,0,,0.0,0.0
7_2804,0,car,0,,0.0,0.0
46_0954,0,car,0,,0.0,0.0
12_3378,0,car,0,,0.0,0.0
10_3099,0,car,0,,0.0,0.0
4_2270,0,car,0,,0.0,0.0
42_0523,0,car,0,,0.0,0.0
2_1796,0,car,0,,0.0,0.0
2_2017,0,car,0,,0.0,0.0
13_3416,0,car,0,,0.0,0.0
2_1801,0,car,0,,0.0,0.0
45_708,0,car,0,,0.0,0.0
3_2080,0,car,0,,0.0,0.0
42_0130,0,car,0,,0.0,0.0
4_2355,0,car,0,,0.0,0.0
50_1767,0,car,0,,0.0,0.0
4_2411,0,car,0,,0.0,0.0
6_2705,0,car,0,,0.0,0.0
42_0421,0,car,0,,0.0,0.0
49_1540,0,car,0,,0.0,0.0
5_2487,0,car,0,,0.0,0.0
4_2342,0,car,0,,0.0,0.0
10_3054,0,car,0,,0.0,0.0
5_2531,0,car,0,,0.0,0.0
46_0967,0,car,0,,0.0,0.0
4_2286,0,car,0,,0.0,0.0
7_2879,0,car,0,,0.0,0.0
45_612,0,car,0,,0.0,0.0
47_1086,0,car,0,,0.0,0.0
42_0455,0,car,0,,0.0,0.0
49_1584,0,car,0,,0.0,0.0
7_2847,0,car,0,,0.0,0.0
49_1547,0,car,0,,0.0,0.0
10_3152,0,car,0,,0.0,0.0
3_2106,0,car,0,,0.0,0.0
46_0855,0,car,0,,0.0,0.0
47_1162,0,car,0,,0.0,0.0
6_2669,0,car,0,,0.0,0.0
42_0097,0,car,0,,0.0,0.0
4_2319,0,car,0,,0.0,0.0
46_0863,0,car,0,,0.0,0.0
12_3240,0,car,0,,0.0,0.0
4_2230,0,car,0,,0.0,0.0
2_1957,0,car,0,,0.0,0.0
4_2307,0,car,0,,0.0,0.0
4_2414,0,car,0,,0.0,0.0
6_2742,0,car,0,,0.0,0.0
10_3144,0,car,0,,0.0,0.0
45_712,0,car,0,,0.0,0.0
12_3285,0,car,0,,0.0,0.0
2_1962,0,car,0,,0.0,0.0
42_0002,0,car,0,,0.0,0.0
12_3313,0,car,0,,0.0,0.0
12_3317,0,car,0,,0.0,0.0
46_0994,0,car,0,,0.0,0.0
2_1852,0,car,0,,0.0,0.0
4_2397,0,car,0,,0.0,0.0
48_1359,0,car,0,,0.0,0.0
42_0152,0,car,0,,0.0,0.0
45_726,0,car,0,,0.0,0.0
6_2758,0,car,0,,0.0,0.0
45_638,0,car,0,,0.0,0.0
50_1748,0,car,0,,0.0,0.0
10_3063,0,car,0,,0.0,0.0
46_0890,0,car,0,,0.0,0.0
49_1478,0,car,0,,0.0,0.0
12_3393,0,car,0,,0.0,0.0
3_2185,0,car,0,,0.0,0.0
46_0903,0,car,0,,0.0,0.0
16_4040,0,car,0,,0.0,0.0
42_0409,0,car,0,,0.0,0.0
42_0163,0,car,0,,0.0,0.0
49_1451,0,car,0,,0.0,0.0
46_0889,0,car,0,,0.0,0.0
13_3519,0,car,0,,0.0,0.0
42_0101,0,car,0,,0.0,0.0
46_0810,0,car,0,,0.0,0.0
42_0410,0,car,0,,0.0,0.0
7_2821,0,car,0,,0.0,0.0
2_1945,0,car,0,,0.0,0.0
4_2250,0,car,0,,0.0,0.0
47_1149,0,car,0,,0.0,0.0
10_3093,0,car,0,,0.0,0.0
12_3189,0,car,0,,0.0,0.0
2_1977,0,car,0,,0.0,0.0
50_1755,0,car,0,,0.0,0.0
3_2104,0,car,0,,0.0,0.0
42_0212,0,car,0,,0.0,0.0
13_3454,0,car,0,,0.0,0.0
4_2416,0,car,0,,0.0,0.0
49_1503,0,car,0,,0.0,0.0
2_1865,0,car,0,,0.0,0.0
46_0904,0,car,0,,0.0,0.0
48_1289,0,car,0,,0.0,0.0
2_1891,0,car,0,,0.0,0.0
12_3215,0,car,0,,0.0,0.0
4_2377,0,car,0,,0.0,0.0
47_1159,0,car,0,,0.0,0.0
7_2964,0,car,0,,0.0,0.0
12_3294,0,car,0,,0.0,0.0
10_3183,0,car,0,,0.0,0.0
3_2148,0,car,0,,0.0,0.0
13_3560,0,car,0,,0.0,0.0
49_1581,0,car,0,,0.0,0.0
5_2442,0,car,0,,0.0,0.0
50_1761,0,car,0,,0.0,0.0
12_3306,0,car,0,,0.0,0.0
2_1972,0,car,0,,0.0,0.0
12_3297,0,car,0,,0.0,0.0
4_2380,0,car,0,,0.0,0.0
7_2849,0,car,0,,0.0,0.0
5_2562,0,car,0,,0.0,0.0
10_3053,0,car,0,,0.0,0.0
50_1593,0,car,0,,0.0,0.0
6_2737,0,car,0,,0.0,0.0
6_2764,0,car,0,,0.0,0.0
5_2558,0,car,0,,0.0,0.0
48_1340,0,car,0,,0.0,0.0
47_1078,0,car,0,,0.0,0.0
10_2982,0,car,0,,0.0,0.0
2_1868,0,car,0,,0.0,0.0
42_0487,0,car,0,,0.0,0.0
4_2379,0,car,0,,0.0,0.0
2_1816,0,car,0,,0.0,0.0
12_3211,0,car,0,,0.0,0.0
45_598,0,car,0,,0.0,0.0
3_2156,0,car,0,,0.0,0.0
42_0121,0,car,0,,0.0,0.0
50_1680,0,car,0,,0.0,0.0
12_3329,0,car,0,,0.0,0.0
50_1679,0,car,0,,0.0,0.0
6_2638,0,car,0,,0.0,0.0
12_3334,0,car,0,,0.0,0.0
48_1282,0,car,0,,0.0,0.0
5_2444,0,car,0,,0.0,0.0
12_3256,0,car,0,,0.0,0.0
6_2768,0,car,0,,0.0,0.0
5_2458,0,car,0,,0.0,0.0
50_1686,0,car,0,,0.0,0.0
12_3324,0,car,0,,0.0,0.0
47_1052,0,car,0,,0.0,0.0
5_2453,0,car,0,,0.0,0.0
10_3155,0,car,0,,0.0,0.0
42_0457,0,car,0,,0.0,0.0
42_0207,0,car,0,,0.0,0.0
5_2543,0,car,0,,0.0,0.0
5_2431,0,car,0,,0.0,0.0
7_2799,0,car,0,,0.0,0.0
3_2096,0,car,0,,0.0,0.0
46_0931,0,car,0,,0.0,0.0
10_2989,0,car,0,,0.0,0.0
42_0193,0,car,0,,0.0,0.0
12_3228,0,car,0,,0.0,0.0
13_3497,0,car,0,,0.0,0.0
45_690,0,car,0,,0.0,0.0
3_2146,0,car,0,,0.0,0.0
42_0208,0,car,0,,0.0,0.0
6_2759,0,car,0,,0.0,0.0
16_4067,0,car,0,,0.0,0.0
42_0151,0,car,0,,0.0,0.0
42_0213,0,car,0,,0.0,0.0
10_3171,0,car,0,,0.0,0.0
45_743,0,car,0,,0.0,0.0
4_2336,0,car,0,,0.0,0.0
4_2396,0,car,0,,0.0,0.0
7_2924,0,car,0,,0.0,0.0
46_0843,0,car,0,,0.0,0.0
49_1524,0,car,0,,0.0,0.0
10_3064,0,car,0,,0.0,0.0
45_707,0,car,0,,0.0,0.0
42_0123,0,car,0,,0.0,0.0
46_0937,0,car,0,,0.0,0.0
7_2892,0,car,0,,0.0,0.0
46_0849,0,car,0,,0.0,0.0
4_2383,0,car,0,,0.0,0.0
46_1007,0,car,0,,0.0,0.0
2_1827,0,car,0,,0.0,0.0
2_1859,0,car,0,,0.0,0.0
12_3195,0,car,0,,0.0,0.0
4_2245,0,car,0,,0.0,0.0
6_2712,0,car,0,,0.0,0.0
42_0196,0,car,0,,0.0,0.0
13_3504,0,car,0,,0.0,0.0
50_1603,0,car,0,,0.0,0.0
3_2199,0,car,0,,0.0,0.0
48_1372,0,car,0,,0.0,0.0
50_1617,0,car,0,,0.0,0.0
50_1616,0,car,0,,0.0,0.0
3_2151,0,car,0,,0.0,0.0
4_2398,0,car,0,,0.0,0.0
49_1505,0,car,0,,0.0,0.0
50_1782,0,car,0,,0.0,0.0
47_1192,0,car,0,,0.0,0.0
42_0368,0,car,0,,0.0,0.0
42_0162,0,car,0,,0.0,0.0
47_1089,0,car,0,,0.0,0.0
3_2081,0,car,0,,0.0,0.0
47_1125,0,car,0,,0.0,0.0
14_3644,0,car,0,,0.0,0.0
49_1563,0,car,0,,0.0,0.0
12_3372,0,car,0,,0.0,0.0
42_0388,0,car,0,,0.0,0.0
6_2715,0,car,0,,0.0,0.0
2_1970,0,car,0,,0.0,0.0
42_0211,0,car,0,,0.0,0.0
42_0384,0,car,0,,0.0,0.0
6_2651,0,car,0,,0.0,0.0
42_0439,0,car,0,,0.0,0.0
42_0108,0,car,0,,0.0,0.0
4_2244,0,car,0,,0.0,0.0
4_2395,0,car,0,,0.0,0.0
12_3376,0,car,0,,0.0,0.0
45_694,0,car,0,,0.0,0.0
2_2010,0,car,0,,0.0,0.0
46_0919,0,car,0,,0.0,0.0
6_2782,0,car,0,,0.0,0.0
42_0197,0,car,0,,0.0,0.0
48_1238,0,car,0,,0.0,0.0
5_2424,0,car,0,,0.0,0.0
7_2824,0,car,0,,0.0,0.0
6_2607,0,car,0,,0.0,0.0
4_2361,0,car,0,,0.0,0.0
42_0448,0,car,0,,0.0,0.0
50_1732,0,car,0,,0.0,0.0
42_0496,0,car,0,,0.0,0.0
4_2371,0,car,0,,0.0,0.0
5_2559,0,car,0,,0.0,0.0
10_3069,0,car,0,,0.0,0.0
42_0396,0,car,0,,0.0,0.0
3_2155,0,car,0,,0.0,0.0
10_3149,0,car,0,,0.0,0.0
5_2440,0,car,0,,0.0,0.0
5_2489,0,car,0,,0.0,0.0
6_2615,0,car,0,,0.0,0.0
49_1555,0,car,0,,0.0,0.0
50_1750,0,car,0,,0.0,0.0
12_3204,0,car,0,,0.0,0.0
5_2494,0,car,0,,0.0,0.0
45_768,0,car,0,,0.0,0.0
3_2100,0,car,0,,0.0,0.0
3_2175,0,car,0,,0.0,0.0
16_3848,0,car,0,,0.0,0.0
45_674,0,car,0,,0.0,0.0
42_0154,0,car,0,,0.0,0.0
42_0420,0,car,0,,0.0,0.0
3_2133,0,car,0,,0.0,0.0
5_2589,0,car,0,,0.0,0.0
47_1015,0,car,0,,0.0,0.0
42_0517,0,car,0,,0.0,0.0
47_1050,0,car,0,,0.0,0.0
16_3853,0,car,0,,0.0,0.0
42_0164,0,car,0,,0.0,0.0
3_2135,0,car,0,,0.0,0.0
42_0567,0,car,0,,0.0,0.0
10_3049,0,car,0,,0.0,0.0
6_2675,0,car,0,,0.0,0.0
3_2153,0,car,0,,0.0,0.0
10_3159,0,car,0,,0.0,0.0
7_2788,0,car,0,,0.0,0.0
12_3210,0,car,0,,0.0,0.0
16_4075,0,car,0,,0.0,0.0
49_1522,0,car,0,,0.0,0.0
2_1892,0,car,0,,0.0,0.0
10_3101,0,car,0,,0.0,0.0
50_1587,0,car,0,,0.0,0.0
5_2552,0,car,0,,0.0,0.0
2_1898,0,car,0,,0.0,0.0
12_3188,0,car,0,,0.0,0.0
4_2252,0,car,0,,0.0,0.0
42_0072,0,car,0,,0.0,0.0
4_2297,0,car,0,,0.0,0.0
16_3872,0,car,0,,0.0,0.0
47_1057,0,car,0,,0.0,0.0
2_1946,0,car,0,,0.0,0.0
42_0187,0,car,0,,0.0,0.0
46_0878,0,car,0,,0.0,0.0
49_1441,0,car,0,,0.0,0.0
5_2547,0,car,0,,0.0,0.0
12_3199,0,car,0,,0.0,0.0
13_3460,0,car,0,,0.0,0.0
10_3016,0,car,0,,0.0,0.0
5_2445,0,car,0,,0.0,0.0
16_4097,0,car,0,,0.0,0.0
46_0808,0,car,0,,0.0,0.0
5_2521,0,car,0,,0.0,0.0
2_1914,0,car,0,,0.0,0.0
50_1725,0,car,0,,0.0,0.0
5_2492,0,car,0,,0.0,0.0
6_2676,0,car,0,,0.0,0.0
10_3184,0,car,0,,0.0,0.0
46_0891,0,car,0,,0.0,0.0
4_2273,0,car,0,,0.0,0.0
46_0990,0,car,0,,0.0,0.0
42_0485,0,car,0,,0.0,0.0
2_1923,0,car,0,,0.0,0.0
47_1064,0,car,0,,0.0,0.0
13_3502,0,car,0,,0.0,0.0
6_2745,0,car,0,,0.0,0.0
5_2584,0,car,0,,0.0,0.0
48_1312,0,car,0,,0.0,0.0
46_0882,0,car,0,,0.0,0.0
2_1837,0,car,0,,0.0,0.0
6_2674,0,car,0,,0.0,0.0
10_3043,0,car,0,,0.0,0.0
42_0459,0,car,0,,0.0,0.0
46_0915,0,car,0,,0.0,0.0
16_3989,0,car,0,,0.0,0.0
5_2420,0,car,0,,0.0,0.0
5_2536,0,car,0,,0.0,0.0
16_4080,0,car,0,,0.0,0.0
3_2209,0,car,0,,0.0,0.0
12_3345,0,car,0,,0.0,0.0
3_2178,0,car,0,,0.0,0.0
10_3139,0,car,0,,0.0,0.0
7_2974,0,car,0,,0.0,0.0
16_4102,0,car,0,,0.0,0.0
50_1650,0,car,0,,0.0,0.0
42_0423,0,car,0,,0.0,0.0
5_2495,0,car,0,,0.0,0.0
16_3908,0,car,0,,0.0,0.0
49_1389,0,car,0,,0.0,0.0
4_2356,0,car,0,,0.0,0.0
7_2830,0,car,0,,0.0,0.0
4_2352,0,car,0,,0.0,0.0
46_0840,0,car,0,,0.0,0.0
5_2497,0,car,0,,0.0,0.0
48_1292,0,car,0,,0.0,0.0
6_2662,0,car,0,,0.0,0.0
3_2186,0,car,0,,0.0,0.0
42_0327,0,car,0,,0.0,0.0
48_1290,0,car,0,,0.0,0.0
42_0438,0,car,0,,0.0,0.0
6_2636,0,car,0,,0.0,0.0
12_3279,0,car,0,,0.0,0.0
13_3571,0,car,0,,0.0,0.0
42_0314,0,car,0,,0.0,0.0
7_2897,0,car,0,,0.0,0.0
2_1822,0,car,0,,0.0,0.0
12_3223,0,car,0,,0.0,0.0
5_2532,0,car,0,,0.0,0.0
47_1065,0,car,0,,0.0,0.0
4_2389,0,car,0,,0.0,0.0
6_2649,0,car,0,,0.0,0.0
48_1329,0,car,0,,0.0,0.0
4_2294,0,car,0,,0.0,0.0
10_3056,0,car,0,,0.0,0.0
6_2643,0,car,0,,0.0,0.0
13_3496,0,car,0,,0.0,0.0
42_0385,0,car,0,,0.0,0.0
3_2218,0,car,0,,0.0,0.0
6_2761,0,car,0,,0.0,0.0
4_2277,0,car,0,,0.0,0.0
7_2970,0,car,0,,0.0,0.0
2_1942,0,car,0,,0.0,0.0
4_2372,0,car,0,,0.0,0.0
45_691,0,car,0,,0.0,0.0
5_2522,0,car,0,,0.0,0.0
12_3239,0,car,0,,0.0,0.0
47_1085,0,car,0,,0.0,0.0
45_631,0,car,0,,0.0,0.0
5_2488,0,car,0,,0.0,0.0
46_0925,0,car,0,,0.0,0.0
12_3321,0,car,0,,0.0,0.0
49_1443,0,car,0,,0.0,0.0
6_2614,0,car,0,,0.0,0.0
7_2920,0,car,0,,0.0,0.0
4_2327,0,car,0,,0.0,0.0
12_3218,0,car,0,,0.0,0.0
3_2070,0,car,0,,0.0,0.0
46_0839,0,car,0,,0.0,0.0
46_0980,0,car,0,,0.0,0.0
12_3319,0,car,0,,0.0,0.0
10_2980,10934,pt,10934,9.299632479454944,9.992779662106024,9.299723933110869
10_3003,128,pt,128,4.852030263919617,5.545192702919391,4.859812404361672
10_3014,3930,pt,3930,8.276394704863307,8.969541901609825,8.27664912542186
10_3018,239,pt,239,5.476463551931511,6.169615109136801,5.480638923341991
10_3034,13397,pt,13397,9.502786080276985,10.195933262229847,9.502860721068213
10_3038,190,pt,190,5.247024072160486,5.940178177856251,5.25227342804663
10_3040,960,pt,960,6.866933284461882,7.560080736289078,6.8679744089702925
10_3047,2275,pt,2275,7.729735331385051,8.422882560248338,7.730174795246222
10_3055,2144,pt,2144,7.670428522190693,8.36357575713705,7.6708948313621175
10_3065,697,pt,697,6.546785410760524,7.239933105925606,6.548219102762372
10_3078,367,pt,367,5.905361848054571,6.598510884737168,5.908082938168931
10_3102,17706,pt,17706,9.781658844170995,10.474806025528382,9.781715320606217
10_3109,1473,pt,1473,7.29505641646263,7.988203712244318,7.295735072749282
10_3112,869,pt,869,6.767343125265392,7.460490636880405,6.76849321164863
10_3125,11713,pt,11713,9.368454615069874,10.061601797452052,9.368539986649727
10_3145,601,pt,601,6.398594934535208,7.091742807229838,6.400257445308821
10_3147,44,pt,44,3.784189633918261,4.477465921704087,3.8066624897703196
10_3148,8568,pt,8568,9.055789612127585,9.748936796093032,9.055906318669118
10_3170,257,pt,257,5.54907608489522,6.242227050502336,5.552959584921617
10_3173,13666,pt,13666,9.522666275340724,10.215813457239289,9.5227394469648
10_3178,6741,pt,6741,8.815963560853438,9.509110746915013,8.816111895794005
10_3179,25,pt,25,3.2188758248682006,3.9124227656412556,3.258096538021482
10_3181,3660,pt,3660,8.205218426395412,8.8983656256182,8.205491613120236
10_3185,279,pt,279,5.631211781821365,6.32436217404092,5.634789603169249
10_3186,155,pt,155,5.043425116919247,5.736582703144037,5.049856007249537
12_3142,6031,pt,6031,8.704668113450987,9.397815300884169,8.704833909687792
12_3212,781,pt,781,6.660575149839686,7.353722740261649,6.661854740545311
12_3221,367,pt,367,5.905361848054571,6.598510884737168,5.908082938168931
12_3234,3075,pt,3075,8.031060180240619,8.72420738723985,8.031385330625534
12_3273,2823,pt,2823,7.945555428253489,8.638702640183704,7.945909598613133
12_3293,110,pt,110,4.700480365792417,5.3936482068690905,4.709530201312334
12_3303,3267,pt,3267,8.09162741160107,8.784774615583972,8.091933455979893
12_3311,9826,pt,9826,9.192787212728593,9.885934395877863,9.192888978362427
12_3336,12,pt,12,2.4849066497880004,3.179785437699879,2.5649493574615367
12_3342,6,pt,6,1.791759469228055,2.491779852644912,1.9459101490553132
12_3353,8798,pt,8798,9.082279701908664,9.775426885698383,9.08239335764556
12_3355,32,pt,32,3.4657359027997265,4.15912713462618,3.4965075614664802
12_3358,1230,pt,1230,7.114769448366463,7.8079167941719225,7.115582126184454
12_3359,7265,pt,7265,8.890823576004383,9.583970761300952,8.890961212781146
12_3362,4333,pt,4333,8.374015421739909,9.067162615615512,8.374246182096304
12_3363,12868,pt,12868,9.462498888358917,10.155646070428658,9.462576597493666
12_3365,13,pt,13,2.5649493574615367,3.2595725562629214,2.6390573296152584
12_3391,4301,pt,4301,8.366602832783736,9.059750026858216,8.366835309827675
13_3399,3253,pt,3253,8.087332926473351,8.7804801306583,8.087640287778983
13_3409,57,pt,57,4.04305126783455,4.736275386267657,4.060443010546419
13_3417,4109,pt,4109,8.32093496888341,9.014082164250377,8.32117830749028
13_3424,85,pt,85,4.442651256490317,5.135833037330569,4.454347296253507
13_3429,15962,pt,15962,9.677966176435953,10.371113357977118,9.678028823264478
13_3431,216,pt,216,5.375278407684165,6.06843094656867,5.37989735354046
13_3433,509,pt,509,6.2324480165505225,6.925596162058257,6.234410725718371
13_3438,2377,pt,2377,7.773594467360194,8.466741692166913,7.774015077250727
13_3441,941,pt,941,6.846943139585379,7.540090602477632,6.848005274576363
13_3456,98,pt,98,4.584967478670572,5.278140689034662,4.59511985013459
13_3457,316,pt,316,5.755742213586912,6.448891897742647,5.75890177387728
13_3472,543,pt,543,6.297109319933935,6.990257348384435,6.298949246855942
13_3476,731,pt,731,6.594413459749778,7.2875611081579095,6.595780513961311
13_3492,9021,pt,9021,9.107310471656639,9.800457655288652,9.107421317968342
13_3520,380,pt,380,5.940171252720432,6.633320164577819,5.942799375126701
13_3539,602,pt,602,6.400257445308821,7.093405315705913,6.401917196727186
13_3548,214,pt,214,5.365976015021851,6.0591286545291485,5.3706380281276624
13_3590,116,pt,116,4.7535901911063645,5.446755950221092,4.762173934797756
14_3612,19,pt,19,2.9444389791664403,3.6382779622295387,2.995732273553991
14_3618,16522,pt,16522,9.712448105122451,10.405595286598226,9.71250862865099
14_3619,453,pt,453,6.115892125483034,6.809040524310907,6.118097198041348
14_3622,5682,pt,5682,8.645058562414134,9.338205750717583,8.645234541297121
14_3624,14461,pt,14461,9.579210649614792,10.27235783137022,9.579279798734897
14_3627,472,pt,472,6.156978985585555,6.850127288306783,6.159095388491933
14_3628,275,pt,275,5.616771097666572,6.309921583995249,5.62040086571715
