ID,ak,mode,hour,budget
12_3256,0,car,17,90
6_2768,0,car,17,90
5_2458,0,car,17,90
50_1686,0,car,17,90
12_3324,0,car,17,90
47_1052,0,car,17,90
5_2453,0,car,17,90
10_3155,0,car,17,90
42_0457,0,car,17,90
42_0207,0,car,17,90
5_2543,0,car,17,90
5_2431,0,car,17,90
7_2799,0,car,17,90
3_2096,0,car,17,90
46_0931,0,car,17,90
10_2989,0,car,17,90
42_0193,0,car,17,90
12_3228,0,car,17,90
13_3497,0,car,17,90
45_690,0,car,17,90
3_2146,0,car,17,90
42_0208,0,car,17,90
6_2759,0,car,17,90
16_4067,0,car,17,90
42_0151,0,car,17,90
42_0213,0,car,17,90
10_3171,0,car,17,90
45_743,0,car,17,90
4_2336,0,car,17,90
4_2396,0,car,17,90
7_2924,0,car,17,90
46_0843,0,car,17,90
49_1524,0,car,17,90
10_3064,0,car,17,90
45_707,0,car,17,90
42_0123,0,car,17,90
46_0937,0,car,17,90
7_2892,0,car,17,90
46_0849,0,car,17,90
4_2383,0,car,17,90
46_1007,0,car,17,90
2_1827,0,car,17,90
2_1859,0,car,17,90
12_3195,0,car,17,90
4_2245,0,car,17,90
6_2712,0,car,17,90
42_0196,0,car,17,90
13_3504,0,car,17,90
50_1603,0,car,17,90
3_2199,0,car,17,90
48_1372,0,car,17,90
50_1617,0,car,17,90
50_1616,0,car,17,90
3_2151,0,car,17,90
4_2398,0,car,17,90
49_1505,0,car,17,90
50_1782,0,car,17,90
47_1192,0,car,17,90
42_0368,0,car,17,90
42_0162,0,car,17,90
47_1089,0,car,17,90
3_2081,0,car,17,90
47_1125,0,car,17,90
14_3644,0,car,17,90
49_1563,0,car,17,90
12_3372,0,car,17,90
42_0388,0,car,17,90
6_2715,0,car,17,90
2_1970,0,car,17,90
42_0211,0,car,17,90
42_0384,0,car,17,90
6_2651,0,car,17,90
42_0439,0,car,17,90
42_0108,0,car,17,90
4_2244,0,car,17,90
4_2395,0,car,17,90
12_3376,0,car,17,90
45_694,0,car,17,90
2_2010,0,car,17,90
46_0919,0,car,17,90
6_2782,0,car,17,90
42_0197,0,car,17,90
48_1238,0,car,17,90
5_2424,0,car,17,90
7_2824,0,car,17,90
6_2607,0,car,17,90
4_2361,0,car,17,90
42_0448,0,car,17,90
50_1732,0,car,17,90
42_0496,0,car,17,90
4_2371,0,car,17,90
5_2559,0,car,17,90
10_3069,0,car,17,90
42_0396,0,car,17,90
3_2155,0,car,17,90
10_3149,0,car,17,90
5_2440,0,car,17,90
5_2489,0,car,17,90
6_2615,0,car,17,90
49_1555,0,car,17,90
50_1750,0,car,17,90
12_3204,0,car,17,90
5_2494,0,car,17,90
45_768,0,car,17,90
3_2100,0,car,17,90
3_2175,0,car,17,90
16_3848,0,car,17,90
45_674,0,car,17,90
42_0154,0,car,17,90
42_0420,0,car,17,90
3_2133,0,car,17,90
5_2589,0,car,17,90
47_1015,0,car,17,90
42_0517,0,car,17,90
47_1050,0,car,17,90
16_3853,0,car,17,90
42_0164,0,car,17,90
3_2135,0,car,17,90
42_0567,0,car,17,90
10_3049,0,car,17,90
6_2675,0,car,17,90
3_2153,0,car,17,90
10_3159,0,car,17,90
7_2788,0,car,17,90
12_3210,0,car,17,90
16_4075,0,car,17,90
49_1522,0,car,17,90
2_1892,0,car,17,90
10_3101,0,car,17,90
50_1587,0,car,17,90
5_2552,0,car,17,90
2_1898,0,car,17,90
12_3188,0,car,17,90
4_2252,0,car,17,90
42_0072,0,car,17,90
4_2297,0,car,17,90
16_3872,0,car,17,90
47_1057,0,car,17,90
2_1946,0,car,17,90
42_0187,0,car,17,90
46_0878,0,car,17,90
49_1441,0,car,17,90
5_2547,0,car,17,90
12_3199,0,car,17,90
13_3460,0,car,17,90
10_3016,0,car,17,90
5_2445,0,car,17,90
16_4097,0,car,17,90
46_0808,0,car,17,90
5_2521,0,car,17,90
2_1914,0,car,17,90
50_1725,0,car,17,90
5_2492,0,car,17,90
6_2676,0,car,17,90
10_3184,0,car,17,90
46_0891,0,car,17,90
4_2273,0,car,17,90
46_0990,0,car,17,90
42_0485,0,car,17,90
2_1923,0,car,17,90
47_1064,0,car,17,90
13_3502,0,car,17,90
6_2745,0,car,17,90
5_2584,0,car,17,90
48_1312,0,car,17,90
46_0882,0,car,17,90
2_1837,0,car,17,90
6_2674,0,car,17,90
10_3043,0,car,17,90
42_0459,0,car,17,90
46_0915,0,car,17,90
16_3989,0,car,17,90
5_2420,0,car,17,90
5_2536,0,car,17,90
16_4080,0,car,17,90
3_2209,0,car,17,90
12_3345,0,car,17,90
3_2178,0,car,17,90
10_3139,0,car,17,90
7_2974,0,car,17,90
16_4102,0,car,17,90
50_1650,0,car,17,90
42_0423,0,car,17,90
5_2495,0,car,17,90
16_3908,0,car,17,90
49_1389,0,car,17,90
4_2356,0,car,17,90
7_2830,0,car,17,90
4_2352,0,car,17,90
46_0840,0,car,17,90
5_2497,0,car,17,90
48_1292,0,car,17,90
6_2662,0,car,17,90
3_2186,0,car,17,90
42_0327,0,car,17,90
48_1290,0,car,17,90
42_0438,0,car,17,90
6_2636,0,car,17,90
12_3279,0,car,17,90
13_3571,0,car,17,90
42_0314,0,car,17,90
7_2897,0,car,17,90
2_1822,0,car,17,90
12_3223,0,car,17,90
5_2532,0,car,17,90
47_1065,0,car,17,90
4_2389,0,car,17,90
6_2649,0,car,17,90
48_1329,0,car,17,90
4_2294,0,car,17,90
10_3056,0,car,17,90
6_2643,0,car,17,90
13_3496,0,car,17,90
42_0385,0,car,17,90
3_2218,0,car,17,90
6_2761,0,car,17,90
4_2277,0,car,17,90
7_2970,0,car,17,90
2_1942,0,car,17,90
4_2372,0,car,17,90
45_691,0,car,17,90
5_2522,0,car,17,90
12_3239,0,car,17,90
47_1085,0,car,17,90
45_631,0,car,17,90
5_2488,0,car,17,90
46_0925,0,car,17,90
12_3321,0,car,17,90
49_1443,0,car,17,90
6_2614,0,car,17,90
7_2920,0,car,17,90
4_2327,0,car,17,90
12_3218,0,car,17,90
3_2070,0,car,17,90
46_0839,0,car,17,90
46_0980,0,car,17,90
12_3319,0,car,17,90
10_2984,32234,car,17,120
10_2993,12387,car,17,120
10_2998,39825,car,17,120
10_3021,14128,car,17,120
10_3039,38152,car,17,120
10_3042,30019,car,17,120
10_3060,37421,car,17,120
10_3064,82,car,17,120
10_3075,16850,car,17,120
10_3076,30263,car,17,120
10_3098,24098,car,17,120
10_3126,15670,car,17,120
10_3133,35898,car,17,120
10_3149,338,car,17,120
10_3150,11468,car,17,120
10_3152,1061,car,17,120
10_3166,126,car,17,120
10_3167,10659,car,17,120
10_3171,4124,car,17,120
10_3187,3233,car,17,120
12_3188,1464,car,17,120
12_3192,37079,car,17,120
12_3197,815,car,17,120
12_3210,6,car,17,120
12_3211,1429,car,17,120
12_3216,6610,car,17,120
12_3217,11897,car,17,120
12_3218,2449,car,17,120
12_3220,4873,car,17,120
12_3229,40518,car,17,120
12_3238,10653,car,17,120
12_3241,30085,car,17,120
12_3245,4623,car,17,120
12_3246,37411,car,17,120
12_3253,6791,car,17,120
12_3259,20752,car,17,120
12_3261,39000,car,17,120
12_3262,22239,car,17,120
12_3266,34976,car,17,120
12_3278,37913,car,17,120
12_3282,27556,car,17,120
12_3290,3183,car,17,120
12_3302,35783,car,17,120
12_3304,36234,car,17,120
12_3307,40745,car,17,120
12_3309,3994,car,17,120
12_3314,20767,car,17,120
12_3332,8400,car,17,120
12_3345,4165,car,17,120
12_3361,29979,car,17,120
12_3369,14500,car,17,120
12_3376,871,car,17,120
12_3379,15,car,17,120
12_3380,35587,car,17,120
12_3389,18809,car,17,120
12_3397,40815,car,17,120
13_3401,7369,car,17,120
13_3426,37040,car,17,120
13_3428,15299,car,17,120
13_3434,10476,car,17,120
13_3436,15729,car,17,120
13_3439,13078,car,17,120
13_3449,30905,car,17,120
13_3453,28299,car,17,120
13_3465,3384,car,17,120
13_3473,20754,car,17,120
13_3480,2938,car,17,120
13_3532,33213,car,17,120
13_3536,16589,car,17,120
13_3544,39494,car,17,120
13_3553,3064,car,17,120
13_3556,10878,car,17,120
13_3562,5069,car,17,120
13_3568,20106,car,17,120
13_3580,38511,car,17,120
13_3581,22,car,17,120
13_3586,36108,car,17,120
13_3588,37296,car,17,120
14_3632,31894,car,17,120
14_3655,28587,car,17,120
14_3699,38648,car,17,120
14_3710,38722,car,17,120
14_3725,35668,car,17,120
16_3777,34911,car,17,120
16_3866,37184,car,17,120
16_3886,36243,car,17,120
16_3903,28613,car,17,120
16_3909,38417,car,17,120
16_3932,38891,car,17,120
16_3948,6274,car,17,120
16_3950,34799,car,17,120
16_3977,21459,car,17,120
16_3991,29892,car,17,120
16_4013,40623,car,17,120
16_4014,36561,car,17,120
16_4040,3334,car,17,120
16_4047,35077,car,17,120
16_4058,30894,car,17,120
16_4103,35201,car,17,120
16_4105,35621,car,17,120
16_4116,42618,car,17,120
2_1791,1190,car,17,120
2_1796,22,car,17,120
2_1801,4,car,17,120
2_1831,19908,car,17,120
2_1834,37953,car,17,120
2_1838,40990,car,17,120
2_1847,33839,car,17,120
2_1852,919,car,17,120
2_1861,8647,car,17,120
2_1863,19180,car,17,120
2_1870,38755,car,17,120
2_1879,11485,car,17,120
2_1880,30948,car,17,120
2_1891,5516,car,17,120
2_1894,24589,car,17,120
2_1914,18955,car,17,120
2_1922,35046,car,17,120
2_1944,39502,car,17,120
2_1945,4297,car,17,120
2_1952,1,car,17,120
2_1986,35345,car,17,120
2_1991,18194,car,17,120
2_1996,24200,car,17,120
2_1999,15706,car,17,120
2_2000,6852,car,17,120
2_2002,3802,car,17,120
2_2003,15615,car,17,120
2_2010,10409,car,17,120
2_2014,7815,car,17,120
2_2017,291,car,17,120
2_2019,8844,car,17,120
3_2023,34923,car,17,120
3_2024,39306,car,17,120
3_2030,6182,car,17,120
3_2037,37247,car,17,120
3_2040,7300,car,17,120
3_2044,35029,car,17,120
3_2045,37503,car,17,120
3_2047,35361,car,17,120
3_2048,38345,car,17,120
3_2067,17530,car,17,120
3_2071,2928,car,17,120
3_2073,3245,car,17,120
3_2075,36829,car,17,120
3_2084,1987,car,17,120
3_2086,3659,car,17,120
3_2088,37089,car,17,120
3_2090,38321,car,17,120
3_2094,17081,car,17,120
3_2113,34394,car,17,120
3_2114,7546,car,17,120
3_2124,1078,car,17,120
3_2130,27113,car,17,120
3_2134,31933,car,17,120
3_2146,5747,car,17,120
3_2148,1121,car,17,120
3_2155,1033,car,17,120
3_2157,33322,car,17,120
3_2158,38572,car,17,120
3_2164,39846,car,17,120
3_2175,1076,car,17,120
3_2178,2900,car,17,120
3_2179,37312,car,17,120
3_2182,15053,car,17,120
3_2183,19439,car,17,120
3_2189,392,car,17,120
3_2200,33852,car,17,120
3_2202,20891,car,17,120
3_2209,212,car,17,120
3_2210,24570,car,17,120
3_2217,27958,car,17,120
3_2219,222,car,17,120
3_2220,12094,car,17,120
42_0001,31406,car,17,120
42_0002,9907,car,17,120
42_0034,33754,car,17,120
42_0083,19473,car,17,120
42_0087,914,car,17,120
42_0091,1460,car,17,120
42_0092,6496,car,17,120
42_0096,15274,car,17,120
42_0102,37469,car,17,120
42_0105,532,car,17,120
42_0114,10795,car,17,120
42_0120,2573,car,17,120
42_0123,767,car,17,120
42_0128,29807,car,17,120
42_0129,17306,car,17,120
42_0130,3421,car,17,120
42_0145,32823,car,17,120
42_0155,14989,car,17,120
42_0163,5282,car,17,120
42_0165,32823,car,17,120
42_0168,38777,car,17,120
42_0172,17400,car,17,120
42_0173,27,car,17,120
42_0175,26900,car,17,120
42_0182,16476,car,17,120
42_0191,35268,car,17,120
42_0193,95,car,17,120
42_0197,2459,car,17,120
42_0202,273,car,17,120
42_0207,24,car,17,120
42_0210,35188,car,17,120
42_0224,12176,car,17,120
42_0225,25808,car,17,120
42_0226,33031,car,17,120
42_0232,12683,car,17,120
42_0272,25033,car,17,120
42_0277,40676,car,17,120
42_0278,38416,car,17,120
42_0279,2388,car,17,120
42_0308,27418,car,17,120
42_0334,22639,car,17,120
42_0338,40679,car,17,120
42_0361,6665,car,17,120
42_0365,38216,car,17,120
42_0383,19941,car,17,120
42_0385,798,car,17,120
42_0386,3760,car,17,120
42_0389,16830,car,17,120
42_0390,29864,car,17,120
42_0391,23660,car,17,120
42_0396,4160,car,17,120
42_0399,34105,car,17,120
42_0407,12474,car,17,120
42_0418,27320,car,17,120
42_0424,4794,car,17,120
42_0432,24023,car,17,120
42_0434,28485,car,17,120
42_0439,2395,car,17,120
42_0471,35769,car,17,120
42_0477,14539,car,17,120
42_0478,30299,car,17,120
42_0487,12197,car,17,120
42_0490,31589,car,17,120
42_0498,33514,car,17,120
42_0510,8854,car,17,120
42_0512,23399,car,17,120
42_0522,16003,car,17,120
42_0538,41636,car,17,120
42_0540,28961,car,17,120
42_0550,35090,car,17,120
42_0555,42034,car,17,120
42_0558,5967,car,17,120
42_0567,185,car,17,120
42_0578,37428,car,17,120
42_0581,36108,car,17,120
42_0582,35978,car,17,120
42_0589,24050,car,17,120
42_0590,3122,car,17,120
45_599,17435,car,17,120
45_600,11781,car,17,120
45_619,23668,car,17,120
45_645,35307,car,17,120
45_655,357,car,17,120
45_664,27672,car,17,120
45_665,33438,car,17,120
45_674,8659,car,17,120
45_679,39589,car,17,120
45_686,31602,car,17,120
45_687,41418,car,17,120
45_691,1296,car,17,120
45_696,35466,car,17,120
45_742,40639,car,17,120
46_0788,32327,car,17,120
46_0802,313,car,17,120
46_0812,2657,car,17,120
46_0820,10915,car,17,120
46_0823,26,car,17,120
46_0833,883,car,17,120
46_0839,2001,car,17,120
46_0859,38725,car,17,120
46_0866,36892,car,17,120
46_0873,2424,car,17,120
46_0886,3090,car,17,120
46_0890,16961,car,17,120
46_0891,1949,car,17,120
46_0893,35666,car,17,120
46_0894,12971,car,17,120
46_0901,35061,car,17,120
46_0921,27716,car,17,120
46_0926,40033,car,17,120
46_0928,32168,car,17,120
46_0932,27936,car,17,120
46_0935,24450,car,17,120
46_0937,400,car,17,120
46_0945,21159,car,17,120
46_0947,2714,car,17,120
46_0958,38322,car,17,120
46_0963,287,car,17,120
46_0967,20,car,17,120
46_0974,11115,car,17,120
46_0975,1945,car,17,120
46_0983,30919,car,17,120
46_0986,16652,car,17,120
46_0990,5436,car,17,120
46_0992,1856,car,17,120
46_0993,2761,car,17,120
46_0996,6765,car,17,120
46_1007,318,car,17,120
47_1014,33484,car,17,120
47_1025,16140,car,17,120
47_1037,15746,car,17,120
47_1040,14975,car,17,120
47_1046,9036,car,17,120
47_1049,1591,car,17,120
47_1051,30179,car,17,120
47_1052,1608,car,17,120
47_1054,5507,car,17,120
47_1062,30556,car,17,120
47_1077,32196,car,17,120
47_1078,231,car,17,120
47_1090,33891,car,17,120
47_1091,31734,car,17,120
47_1104,19559,car,17,120
47_1121,5919,car,17,120
47_1125,2513,car,17,120
47_1127,14336,car,17,120
47_1137,6117,car,17,120
47_1140,161,car,17,120
47_1141,35381,car,17,120
47_1148,26082,car,17,120
47_1181,1280,car,17,120
47_1193,5290,car,17,120
48_1203,720,car,17,120
48_1217,1841,car,17,120
48_1233,10057,car,17,120
48_1240,29794,car,17,120
48_1244,34075,car,17,120
48_1245,21936,car,17,120
48_1260,3433,car,17,120
48_1267,18594,car,17,120
48_1298,31113,car,17,120
48_1299,38007,car,17,120
48_1302,38763,car,17,120
48_1304,38420,car,17,120
48_1329,33,car,17,120
48_1338,9197,car,17,120
48_1359,6919,car,17,120
48_1366,39316,car,17,120
48_1367,36855,car,17,120
48_1372,396,car,17,120
48_1373,5364,car,17,120
48_1374,16081,car,17,120
49_1390,39462,car,17,120
49_1393,3084,car,17,120
49_1400,35913,car,17,120
49_1406,14415,car,17,120
49_1408,15133,car,17,120
49_1411,17246,car,17,120
49_1421,41792,car,17,120
49_1434,36863,car,17,120
49_1437,39773,car,17,120
49_1438,28392,car,17,120
49_1444,36500,car,17,120
49_1459,34368,car,17,120
49_1476,16534,car,17,120
49_1479,16674,car,17,120
49_1485,32100,car,17,120
49_1498,25287,car,17,120
49_1505,2169,car,17,120
49_1507,39044,car,17,120
49_1511,20257,car,17,120
49_1516,16086,car,17,120
49_1517,3246,car,17,120
49_1522,2964,car,17,120
49_1529,16313,car,17,120
49_1531,13243,car,17,120
49_1537,22548,car,17,120
49_1538,36196,car,17,120
49_1554,30210,car,17,120
49_1555,2038,car,17,120
4_2230,76,car,17,120
4_2241,18831,car,17,120
4_2242,37373,car,17,120
4_2243,29086,car,17,120
4_2245,2,car,17,120
4_2248,34427,car,17,120
4_2251,24419,car,17,120
4_2253,38309,car,17,120
4_2255,180,car,17,120
4_2265,26164,car,17,120
4_2270,623,car,17,120
4_2276,4534,car,17,120
4_2281,3928,car,17,120
4_2292,7885,car,17,120
4_2293,38225,car,17,120
4_2296,35885,car,17,120
4_2298,36031,car,17,120
4_2299,23208,car,17,120
4_2305,915,car,17,120
4_2312,32507,car,17,120
4_2315,35693,car,17,120
4_2326,13029,car,17,120
4_2328,17635,car,17,120
4_2332,40524,car,17,120
4_2334,40026,car,17,120
4_2338,39239,car,17,120
4_2339,41398,car,17,120
4_2342,2116,car,17,120
4_2345,10263,car,17,120
4_2346,1874,car,17,120
4_2349,38170,car,17,120
4_2350,7303,car,17,120
4_2351,33250,car,17,120
4_2353,8610,car,17,120
4_2364,12610,car,17,120
4_2365,4863,car,17,120
4_2369,39975,car,17,120
4_2370,8329,car,17,120
4_2373,35060,car,17,120
4_2389,3001,car,17,120
4_2393,31446,car,17,120
4_2404,6728,car,17,120
4_2407,3762,car,17,120
4_2410,22849,car,17,120
4_2414,1169,car,17,120
50_1591,41288,car,17,120
50_1594,2453,car,17,120
50_1597,16817,car,17,120
50_1603,1532,car,17,120
50_1617,8072,car,17,120
50_1624,39082,car,17,120
50_1631,40345,car,17,120
50_1641,38484,car,17,120
50_1643,28124,car,17,120
50_1647,7153,car,17,120
50_1649,34139,car,17,120
50_1663,21531,car,17,120
50_1667,830,car,17,120
50_1670,39550,car,17,120
50_1682,28548,car,17,120
50_1690,35132,car,17,120
50_1696,6271,car,17,120
50_1704,24116,car,17,120
50_1708,34208,car,17,120
50_1724,37181,car,17,120
50_1742,10050,car,17,120
50_1744,17762,car,17,120
50_1750,239,car,17,120
50_1773,30501,car,17,120
5_2419,4639,car,17,120
5_2443,40130,car,17,120
5_2444,1818,car,17,120
5_2450,20461,car,17,120
5_2455,454,car,17,120
5_2457,42462,car,17,120
5_2459,39632,car,17,120
5_2460,15766,car,17,120
5_2461,4068,car,17,120
5_2462,982,car,17,120
5_2469,796,car,17,120
5_2472,17348,car,17,120
5_2476,33579,car,17,120
5_2479,32732,car,17,120
5_2493,40478,car,17,120
5_2497,2537,car,17,120
5_2504,37990,car,17,120
5_2505,7111,car,17,120
5_2506,34244,car,17,120
5_2507,31978,car,17,120
5_2508,7561,car,17,120
5_2511,5153,car,17,120
5_2514,36074,car,17,120
5_2518,6347,car,17,120
5_2520,31952,car,17,120
5_2528,36011,car,17,120
5_2531,1476,car,17,120
5_2543,5602,car,17,120
5_2546,367,car,17,120
5_2547,1802,car,17,120
5_2549,39148,car,17,120
5_2550,7400,car,17,120
5_2551,9422,car,17,120
5_2562,888,car,17,120
5_2565,18189,car,17,120
5_2573,6739,car,17,120
5_2576,28938,car,17,120
5_2580,11236,car,17,120
5_2586,8653,car,17,120
5_2589,1436,car,17,120
5_2593,426,car,17,120
6_2613,5660,car,17,120
6_2617,39221,car,17,120
6_2619,10735,car,17,120
6_2635,39388,car,17,120
6_2636,2148,car,17,120
6_2638,6770,car,17,120
6_2639,25074,car,17,120
6_2641,11593,car,17,120
6_2649,2877,car,17,120
6_2665,31605,car,17,120
6_2667,35317,car,17,120
6_2669,4512,car,17,120
6_2670,24609,car,17,120
6_2674,327,car,17,120
6_2676,3272,car,17,120
6_2696,22281,car,17,120
6_2697,39640,car,17,120
6_2698,16724,car,17,120
6_2701,29250,car,17,120
6_2721,31636,car,17,120
6_2731,16563,car,17,120
6_2735,39367,car,17,120
6_2738,35234,car,17,120
6_2742,774,car,17,120
6_2750,37079,car,17,120
6_2752,4008,car,17,120
6_2753,7941,car,17,120
6_2761,469,car,17,120
6_2764,2213,car,17,120
6_2766,10143,car,17,120
6_2768,108,car,17,120
6_2775,35918,car,17,120
6_2785,36807,car,17,120
7_2803,2187,car,17,120
7_2804,1507,car,17,120
7_2812,39549,car,17,120
7_2825,31469,car,17,120
7_2828,29227,car,17,120
7_2829,1371,car,17,120
7_2831,4437,car,17,120
7_2834,28723,car,17,120
7_2847,2408,car,17,120
7_2854,40772,car,17,120
7_2859,30447,car,17,120
7_2875,24396,car,17,120
7_2877,29831,car,17,120
7_2879,239,car,17,120
7_2889,12736,car,17,120
7_2908,7377,car,17,120
7_2911,9972,car,17,120
7_2913,14081,car,17,120
7_2916,4163,car,17,120
7_2920,1485,car,17,120
7_2923,35300,car,17,120
7_2933,9716,car,17,120
7_2941,36376,car,17,120
7_2959,4092,car,17,120
7_2964,637,car,17,120
7_2965,38520,car,17,120
7_2970,1770,car,17,120
7_2972,27531,car,17,120
7_2973,903,car,17,120
46_0806,0,car,17,120
42_0591,0,car,17,120
42_0566,0,car,17,120
42_0462,0,car,17,120
5_2575,0,car,17,120
7_2870,0,car,17,120
2_1908,0,car,17,120
10_3154,0,car,17,120
6_2610,0,car,17,120
42_0109,0,car,17,120
42_0416,0,car,17,120
6_2777,0,car,17,120
12_3280,0,car,17,120
4_2287,0,car,17,120
42_0127,0,car,17,120
50_1698,0,car,17,120
5_2427,0,car,17,120
2_1990,0,car,17,120
16_4076,0,car,17,120
2_1886,0,car,17,120
16_3838,0,car,17,120
13_3444,0,car,17,120
42_0325,0,car,17,120
42_0149,0,car,17,120
3_2032,0,car,17,120
42_0206,0,car,17,120
12_3320,0,car,17,120
49_1583,0,car,17,120
13_3566,0,car,17,120
4_2267,0,car,17,120
45_620,0,car,17,120
4_2237,0,car,17,120
6_2680,0,car,17,120
5_2437,0,car,17,120
2_1876,0,car,17,120
12_3254,0,car,17,120
45_750,0,car,17,120
3_2126,0,car,17,120
48_1309,0,car,17,120
6_2611,0,car,17,120
4_2335,0,car,17,120
2_1878,0,car,17,120
5_2574,0,car,17,120
42_0394,0,car,17,120
4_2235,0,car,17,120
5_2475,0,car,17,120
48_1214,0,car,17,120
10_3022,0,car,17,120
7_2975,0,car,17,120
16_3972,0,car,17,120
42_0310,0,car,17,120
4_2238,0,car,17,120
7_2880,0,car,17,120
47_1183,0,car,17,120
2_1866,0,car,17,120
16_4068,0,car,17,120
45_737,0,car,17,120
6_2661,0,car,17,120
10_3006,0,car,17,120
42_0186,0,car,17,120
3_2095,0,car,17,120
6_2709,0,car,17,120
48_1205,0,car,17,120
4_2280,0,car,17,120
12_3193,0,car,17,120
47_1167,0,car,17,120
3_2188,0,car,17,120
6_2756,0,car,17,120
4_2246,0,car,17,120
7_2919,0,car,17,120
2_1811,0,car,17,120
42_0124,0,car,17,120
50_1665,0,car,17,120
7_2896,0,car,17,120
42_0115,0,car,17,120
3_2211,0,car,17,120
3_2093,0,car,17,120
3_2111,0,car,17,120
12_3390,0,car,17,120
49_1430,0,car,17,120
42_0179,0,car,17,120
45_626,0,car,17,120
42_0113,0,car,17,120
3_2068,0,car,17,120
46_0954,0,car,17,120
12_3378,0,car,17,120
10_3099,0,car,17,120
42_0523,0,car,17,120
13_3416,0,car,17,120
45_708,0,car,17,120
3_2080,0,car,17,120
4_2355,0,car,17,120
50_1767,0,car,17,120
4_2411,0,car,17,120
6_2705,0,car,17,120
42_0421,0,car,17,120
49_1540,0,car,17,120
5_2487,0,car,17,120
10_3054,0,car,17,120
4_2286,0,car,17,120
45_612,0,car,17,120
47_1086,0,car,17,120
42_0455,0,car,17,120
49_1584,0,car,17,120
49_1547,0,car,17,120
3_2106,0,car,17,120
46_0855,0,car,17,120
47_1162,0,car,17,120
42_0097,0,car,17,120
4_2319,0,car,17,120
46_0863,0,car,17,120
12_3240,0,car,17,120
2_1957,0,car,17,120
4_2307,0,car,17,120
10_3144,0,car,17,120
45_712,0,car,17,120
12_3285,0,car,17,120
2_1962,0,car,17,120
12_3313,0,car,17,120
12_3317,0,car,17,120
46_0994,0,car,17,120
4_2397,0,car,17,120
42_0152,0,car,17,120
45_726,0,car,17,120
6_2758,0,car,17,120
45_638,0,car,17,120
50_1748,0,car,17,120
10_3063,0,car,17,120
49_1478,0,car,17,120
12_3393,0,car,17,120
3_2185,0,car,17,120
46_0903,0,car,17,120
42_0409,0,car,17,120
49_1451,0,car,17,120
46_0889,0,car,17,120
13_3519,0,car,17,120
42_0101,0,car,17,120
46_0810,0,car,17,120
42_0410,0,car,17,120
7_2821,0,car,17,120
4_2250,0,car,17,120
47_1149,0,car,17,120
10_3093,0,car,17,120
12_3189,0,car,17,120
2_1977,0,car,17,120
50_1755,0,car,17,120
3_2104,0,car,17,120
42_0212,0,car,17,120
13_3454,0,car,17,120
4_2416,0,car,17,120
49_1503,0,car,17,120
2_1865,0,car,17,120
46_0904,0,car,17,120
48_1289,0,car,17,120
12_3215,0,car,17,120
4_2377,0,car,17,120
47_1159,0,car,17,120
12_3294,0,car,17,120
10_3183,0,car,17,120
13_3560,0,car,17,120
49_1581,0,car,17,120
5_2442,0,car,17,120
50_1761,0,car,17,120
12_3306,0,car,17,120
2_1972,0,car,17,120
12_3297,0,car,17,120
4_2380,0,car,17,120
7_2849,0,car,17,120
10_3053,0,car,17,120
50_1593,0,car,17,120
6_2737,0,car,17,120
5_2558,0,car,17,120
48_1340,0,car,17,120
10_2982,0,car,17,120
2_1868,0,car,17,120
4_2379,0,car,17,120
2_1816,0,car,17,120
45_598,0,car,17,120
3_2156,0,car,17,120
42_0121,0,car,17,120
50_1680,0,car,17,120
12_3329,0,car,17,120
50_1679,0,car,17,120
12_3334,0,car,17,120
48_1282,0,car,17,120
12_3256,0,car,17,120
5_2458,0,car,17,120
50_1686,0,car,17,120
12_3324,0,car,17,120
5_2453,0,car,17,120
10_3155,0,car,17,120
42_0457,0,car,17,120
5_2431,0,car,17,120
7_2799,0,car,17,120
3_2096,0,car,17,120
46_0931,0,car,17,120
10_2989,0,car,17,120
12_3228,0,car,17,120
13_3497,0,car,17,120
45_690,0,car,17,120
42_0208,0,car,17,120
6_2759,0,car,17,120
16_4067,0,car,17,120
42_0151,0,car,17,120
42_0213,0,car,17,120
45_743,0,car,17,120
4_2336,0,car,17,120
4_2396,0,car,17,120
7_2924,0,car,17,120
46_0843,0,car,17,120
49_1524,0,car,17,120
45_707,0,car,17,120
7_2892,0,car,17,120
46_0849,0,car,17,120
4_2383,0,car,17,120
2_1827,0,car,17,120
2_1859,0,car,17,120
12_3195,0,car,17,120
6_2712,0,car,17,120
42_0196,0,car,17,120
13_3504,0,car,17,120
3_2199,0,car,17,120
50_1616,0,car,17,120
3_2151,0,car,17,120
4_2398,0,car,17,120
50_1782,0,car,17,120
47_1192,0,car,17,120
42_0368,0,car,17,120
42_0162,0,car,17,120
47_1089,0,car,17,120
3_2081,0,car,17,120
14_3644,0,car,17,120
49_1563,0,car,17,120
12_3372,0,car,17,120
42_0388,0,car,17,120
6_2715,0,car,17,120
2_1970,0,car,17,120
42_0211,0,car,17,120
42_0384,0,car,17,120
6_2651,0,car,17,120
42_0108,0,car,17,120
4_2244,0,car,17,120
4_2395,0,car,17,120
45_694,0,car,17,120
46_0919,0,car,17,120
6_2782,0,car,17,120
48_1238,0,car,17,120
5_2424,0,car,17,120
7_2824,0,car,17,120
6_2607,0,car,17,120
4_2361,0,car,17,120
42_0448,0,car,17,120
50_1732,0,car,17,120
42_0496,0,car,17,120
4_2371,0,car,17,120
5_2559,0,car,17,120
10_3069,0,car,17,120
5_2440,0,car,17,120
